Time (s),Intensity
813.0,511.0
814.0,512.0
815.0,512.0
816.0,512.0
817.0,512.0
818.0,511.0
819.0,511.0
820.0,511.0
821.0,511.0
822.0,512.0
824.0,512.0
825.0,512.0
826.0,512.0
827.0,511.0
828.0,512.0
829.0,511.0
830.0,511.0
831.0,511.0
832.0,511.0
833.0,511.0
834.0,511.0
835.0,511.0
836.0,511.0
837.0,511.0
838.0,511.0
839.0,512.0
840.0,512.0
841.0,512.0
842.0,513.0
843.0,512.0
844.0,512.0
845.0,512.0
846.0,513.0
847.0,513.0
848.0,513.0
849.0,513.0
850.0,514.0
851.0,514.0
852.0,513.0
853.0,513.0
854.0,513.0
855.0,513.0
856.0,514.0
857.0,514.0
858.0,514.0
859.0,514.0
860.0,513.0
861.0,513.0
862.0,513.0
863.0,513.0
864.0,513.0
865.0,513.0
867.0,513.0
868.0,514.0
869.0,513.0
870.0,513.0
871.0,512.0
872.0,513.0
873.0,513.0
874.0,513.0
875.0,513.0
876.0,512.0
877.0,512.0
878.0,512.0
879.0,512.0
880.0,512.0
881.0,512.0
882.0,512.0
883.0,513.0
884.0,512.0
885.0,512.0
886.0,512.0
887.0,512.0
888.0,512.0
889.0,512.0
890.0,512.0
891.0,512.0
892.0,512.0
893.0,512.0
894.0,512.0
895.0,512.0
896.0,513.0
897.0,513.0
898.0,513.0
899.0,514.0
900.0,514.0
901.0,514.0
902.0,513.0
903.0,513.0
904.0,514.0
905.0,514.0
906.0,514.0
907.0,515.0
908.0,514.0
910.0,514.0
911.0,513.0
912.0,514.0
913.0,513.0
914.0,514.0
915.0,514.0
916.0,514.0
917.0,514.0
918.0,514.0
919.0,513.0
920.0,513.0
921.0,513.0
922.0,513.0
923.0,513.0
924.0,514.0
925.0,514.0
926.0,513.0
927.0,513.0
928.0,513.0
929.0,513.0
930.0,513.0
931.0,513.0
932.0,514.0
933.0,513.0
934.0,513.0
935.0,513.0
936.0,513.0
937.0,513.0
938.0,513.0
939.0,514.0
940.0,514.0
941.0,514.0
942.0,513.0
943.0,514.0
944.0,513.0
945.0,513.0
946.0,513.0
947.0,514.0
948.0,514.0
949.0,514.0
950.0,513.0
952.0,513.0
953.0,512.0
954.0,511.0
955.0,511.0
956.0,510.0
957.0,510.0
958.0,509.0
959.0,509.0
960.0,508.0
961.0,507.0
962.0,507.0
963.0,506.0
964.0,506.0
965.0,506.0
966.0,505.0
967.0,505.0
968.0,505.0
969.0,503.0
970.0,503.0
971.0,503.0
972.0,503.0
973.0,501.0
974.0,500.0
975.0,506.0
976.0,510.0
977.0,511.0
978.0,512.0
979.0,512.0
980.0,512.0
981.0,513.0
982.0,513.0
983.0,513.0
984.0,514.0
985.0,514.0
986.0,514.0
987.0,514.0
988.0,512.0
989.0,511.0
990.0,512.0
991.0,511.0
992.0,511.0
993.0,511.0
995.0,510.0
996.0,510.0
997.0,510.0
998.0,511.0
999.0,511.0
1000.0,512.0
1001.0,512.0
1002.0,512.0
1003.0,511.0
1004.0,511.0
1005.0,511.0
1006.0,512.0
1007.0,512.0
1008.0,512.0
1009.0,509.0
1010.0,506.0
1011.0,475.0
1012.0,208.0
1013.0,25.0
1014.0,18.0
1015.0,17.0
1016.0,17.0
1017.0,16.0
1018.0,28.0
1019.0,36.0
1020.0,18.0
1021.0,17.0
1022.0,19.0
1023.0,21.0
1024.0,23.0
1025.0,25.0
1026.0,174.0
1027.0,488.0
1028.0,507.0
1029.0,511.0
1030.0,513.0
1031.0,513.0
1032.0,513.0
1033.0,513.0
1034.0,513.0
1035.0,511.0
1036.0,511.0
1038.0,511.0
1039.0,511.0
1040.0,511.0
1041.0,511.0
1042.0,511.0
1043.0,511.0
1044.0,510.0
1045.0,510.0
1046.0,509.0
1047.0,509.0
1048.0,510.0
1049.0,510.0
1050.0,510.0
1051.0,510.0
1052.0,509.0
1053.0,510.0
1054.0,511.0
1055.0,511.0
1056.0,511.0
1057.0,511.0
1058.0,511.0
1059.0,510.0
1060.0,510.0
1061.0,510.0
1062.0,510.0
1063.0,511.0
1064.0,511.0
1065.0,512.0
1066.0,512.0
1067.0,513.0
1068.0,513.0
1069.0,513.0
1070.0,513.0
1071.0,513.0
1072.0,513.0
1073.0,513.0
1074.0,513.0
1075.0,513.0
1076.0,512.0
1077.0,512.0
1078.0,512.0
1080.0,512.0
1081.0,512.0
1082.0,512.0
1083.0,512.0
1084.0,512.0
1085.0,512.0
1086.0,511.0
1087.0,511.0
1088.0,512.0
1089.0,512.0
1090.0,512.0
1091.0,512.0
1092.0,512.0
1093.0,512.0
1094.0,512.0
1095.0,511.0
1096.0,511.0
1097.0,512.0
1098.0,512.0
1099.0,512.0
