Time (s),Intensity
1053.0,528.0
1054.0,528.0
1055.0,529.0
1056.0,529.0
1057.0,529.0
1058.0,529.0
1059.0,529.0
1060.0,528.0
1061.0,528.0
1062.0,528.0
1063.0,528.0
1064.0,529.0
1065.0,529.0
1066.0,530.0
1067.0,530.0
1068.0,529.0
1069.0,528.0
1070.0,527.0
1071.0,529.0
1072.0,529.0
1073.0,529.0
1074.0,529.0
1075.0,528.0
1076.0,528.0
1077.0,528.0
1078.0,528.0
1079.0,529.0
1080.0,529.0
1081.0,529.0
1082.0,529.0
1083.0,529.0
1084.0,529.0
1085.0,529.0
1086.0,529.0
1088.0,530.0
1089.0,529.0
1090.0,529.0
1091.0,529.0
1092.0,529.0
1093.0,529.0
1094.0,528.0
1095.0,528.0
1096.0,528.0
1097.0,529.0
1098.0,529.0
1099.0,529.0
1100.0,529.0
1101.0,528.0
1102.0,528.0
1103.0,528.0
1104.0,528.0
1105.0,529.0
1106.0,530.0
1107.0,530.0
1108.0,529.0
1109.0,529.0
1110.0,528.0
1111.0,528.0
1112.0,529.0
1113.0,529.0
1114.0,529.0
1115.0,529.0
1116.0,529.0
1117.0,529.0
1118.0,529.0
1119.0,528.0
1120.0,528.0
1121.0,529.0
1122.0,529.0
1123.0,529.0
1124.0,529.0
1125.0,529.0
1126.0,529.0
1127.0,529.0
1128.0,528.0
1129.0,528.0
1131.0,529.0
1132.0,529.0
1133.0,529.0
1134.0,529.0
1135.0,529.0
1136.0,528.0
1137.0,528.0
1138.0,529.0
1139.0,529.0
1140.0,529.0
1141.0,529.0
1142.0,529.0
1143.0,528.0
1144.0,528.0
1145.0,528.0
1146.0,529.0
1147.0,529.0
1148.0,529.0
1149.0,529.0
1150.0,529.0
1151.0,528.0
1152.0,528.0
1153.0,529.0
1154.0,529.0
1155.0,529.0
1156.0,529.0
1157.0,529.0
1158.0,529.0
1159.0,529.0
1160.0,528.0
1161.0,528.0
1162.0,528.0
1163.0,529.0
1164.0,529.0
1165.0,529.0
1166.0,530.0
1167.0,529.0
1168.0,528.0
1169.0,529.0
1170.0,528.0
1171.0,526.0
1172.0,529.0
1174.0,529.0
1175.0,529.0
1176.0,529.0
1177.0,529.0
1178.0,528.0
1179.0,529.0
1180.0,529.0
1181.0,529.0
1182.0,529.0
1183.0,529.0
1184.0,529.0
1185.0,529.0
1186.0,529.0
1187.0,529.0
1188.0,529.0
1189.0,529.0
1190.0,529.0
1191.0,529.0
1192.0,527.0
1193.0,528.0
1194.0,528.0
1195.0,528.0
1196.0,529.0
1197.0,529.0
1198.0,529.0
1199.0,529.0
1200.0,529.0
1201.0,529.0
1202.0,528.0
1203.0,528.0
1204.0,529.0
1205.0,529.0
1206.0,530.0
1207.0,530.0
1208.0,529.0
1209.0,529.0
1210.0,528.0
1211.0,529.0
1212.0,529.0
1213.0,529.0
1214.0,529.0
1216.0,529.0
1217.0,529.0
1218.0,529.0
1219.0,528.0
1220.0,529.0
1221.0,529.0
1222.0,529.0
1223.0,529.0
1224.0,529.0
1225.0,529.0
1226.0,529.0
1227.0,529.0
1228.0,529.0
1229.0,528.0
1230.0,529.0
1231.0,529.0
1232.0,529.0
1233.0,529.0
1234.0,529.0
1235.0,528.0
1236.0,528.0
1237.0,528.0
1238.0,529.0
1239.0,529.0
1240.0,529.0
1241.0,529.0
1242.0,528.0
1243.0,528.0
1244.0,528.0
1245.0,528.0
1246.0,530.0
1247.0,530.0
1248.0,529.0
1249.0,529.0
1250.0,529.0
1251.0,528.0
1252.0,528.0
1253.0,529.0
1254.0,529.0
1255.0,529.0
1256.0,529.0
1257.0,529.0
1259.0,529.0
1260.0,529.0
1261.0,528.0
1262.0,529.0
1263.0,528.0
1264.0,529.0
1265.0,529.0
1266.0,530.0
1267.0,530.0
1268.0,529.0
1269.0,528.0
1270.0,528.0
1271.0,529.0
1272.0,529.0
1273.0,529.0
1274.0,529.0
1275.0,529.0
1276.0,528.0
1277.0,528.0
1278.0,528.0
1279.0,528.0
1280.0,529.0
1281.0,529.0
1282.0,529.0
1283.0,529.0
1284.0,529.0
1285.0,528.0
1286.0,529.0
1287.0,530.0
1288.0,529.0
1289.0,529.0
1290.0,529.0
1291.0,529.0
1292.0,529.0
1293.0,528.0
1294.0,528.0
1295.0,529.0
1296.0,529.0
1297.0,529.0
1298.0,529.0
1299.0,529.0
1300.0,529.0
1302.0,528.0
1303.0,528.0
1304.0,529.0
1305.0,529.0
1306.0,530.0
1307.0,530.0
1308.0,530.0
1309.0,529.0
1310.0,528.0
1311.0,528.0
1312.0,529.0
1313.0,529.0
1314.0,529.0
1315.0,529.0
1316.0,529.0
1317.0,528.0
1318.0,528.0
1319.0,528.0
1320.0,528.0
1321.0,529.0
1322.0,529.0
1323.0,529.0
1324.0,529.0
1325.0,529.0
1326.0,529.0
1327.0,529.0
1328.0,528.0
1329.0,528.0
1330.0,529.0
1331.0,529.0
1332.0,529.0
1333.0,529.0
1334.0,528.0
1335.0,528.0
1336.0,528.0
1337.0,528.0
1338.0,529.0
1339.0,529.0
1340.0,529.0
1341.0,529.0
1342.0,528.0
1344.0,528.0
1345.0,528.0
1346.0,529.0
1347.0,530.0
1348.0,530.0
1349.0,529.0
1350.0,529.0
1351.0,528.0
1352.0,528.0
1353.0,528.0
1354.0,528.0
1355.0,529.0
1356.0,529.0
1357.0,529.0
1358.0,529.0
1359.0,528.0
1360.0,528.0
1361.0,528.0
1362.0,528.0
1363.0,529.0
1364.0,529.0
1365.0,529.0
1366.0,529.0
1367.0,529.0
1368.0,528.0
1369.0,528.0
1370.0,528.0
1371.0,529.0
1372.0,529.0
1373.0,529.0
1374.0,529.0
1375.0,529.0
1376.0,528.0
1377.0,528.0
1378.0,528.0
1379.0,529.0
1380.0,529.0
1381.0,529.0
1382.0,529.0
1383.0,529.0
1384.0,528.0
1385.0,528.0
1387.0,529.0
1388.0,529.0
1389.0,529.0
1390.0,528.0
1391.0,529.0
1392.0,529.0
1393.0,528.0
1394.0,528.0
1395.0,528.0
1396.0,528.0
1397.0,528.0
1398.0,529.0
1399.0,529.0
1400.0,529.0
1401.0,528.0
1402.0,528.0
1403.0,528.0
1404.0,528.0
1405.0,529.0
1406.0,530.0
1407.0,530.0
1408.0,528.0
1409.0,528.0
1410.0,528.0
1411.0,528.0
1412.0,528.0
1413.0,528.0
1414.0,529.0
1415.0,529.0
1416.0,529.0
1417.0,527.0
1418.0,528.0
1419.0,528.0
1420.0,528.0
1421.0,528.0
1422.0,529.0
1423.0,529.0
1424.0,529.0
1425.0,528.0
1426.0,529.0
1427.0,529.0
1428.0,529.0
1430.0,528.0
1431.0,529.0
1432.0,529.0
1433.0,528.0
1434.0,528.0
1435.0,528.0
1436.0,528.0
1437.0,528.0
1438.0,528.0
1439.0,529.0
1440.0,528.0
1441.0,529.0
1442.0,527.0
1443.0,528.0
1444.0,528.0
1445.0,528.0
1446.0,528.0
1447.0,529.0
1448.0,528.0
1449.0,528.0
1450.0,528.0
1451.0,527.0
1452.0,527.0
1453.0,528.0
1454.0,528.0
1455.0,528.0
1456.0,528.0
1457.0,528.0
1458.0,528.0
1459.0,527.0
1460.0,527.0
1461.0,527.0
1462.0,527.0
1463.0,528.0
1464.0,528.0
1465.0,528.0
1466.0,528.0
1467.0,528.0
1468.0,527.0
1469.0,527.0
1470.0,527.0
1472.0,528.0
1473.0,528.0
1474.0,528.0
1475.0,528.0
1476.0,528.0
1477.0,527.0
1478.0,528.0
1479.0,528.0
1480.0,528.0
1481.0,528.0
1482.0,528.0
1483.0,528.0
1484.0,528.0
1485.0,527.0
1486.0,528.0
1487.0,528.0
1488.0,529.0
1489.0,528.0
1490.0,528.0
1491.0,528.0
1492.0,528.0
1493.0,528.0
1494.0,528.0
1495.0,527.0
1496.0,528.0
1497.0,528.0
1498.0,528.0
1499.0,528.0
1500.0,528.0
1501.0,527.0
1502.0,527.0
1503.0,527.0
1504.0,527.0
1505.0,527.0
1506.0,528.0
1507.0,528.0
1508.0,527.0
1509.0,526.0
1510.0,526.0
1511.0,526.0
1512.0,526.0
1513.0,527.0
1515.0,526.0
1516.0,527.0
1517.0,526.0
1518.0,526.0
1519.0,526.0
1520.0,526.0
1521.0,526.0
1522.0,527.0
1523.0,527.0
1524.0,527.0
1525.0,526.0
1526.0,527.0
1527.0,527.0
1528.0,526.0
1529.0,526.0
1530.0,527.0
1531.0,526.0
1532.0,527.0
1533.0,526.0
1534.0,526.0
1535.0,526.0
1536.0,526.0
1537.0,526.0
1538.0,526.0
1539.0,527.0
1540.0,527.0
1541.0,527.0
1542.0,527.0
1543.0,526.0
1544.0,526.0
1545.0,527.0
1546.0,528.0
1547.0,528.0
1548.0,527.0
1549.0,527.0
1550.0,527.0
1551.0,527.0
1552.0,527.0
1553.0,527.0
1554.0,525.0
1555.0,527.0
1556.0,528.0
1558.0,528.0
1559.0,527.0
1560.0,527.0
1561.0,527.0
1562.0,527.0
1563.0,527.0
1564.0,527.0
1565.0,527.0
1566.0,528.0
1567.0,528.0
1568.0,527.0
1569.0,526.0
1570.0,527.0
1571.0,526.0
1572.0,526.0
1573.0,527.0
1574.0,527.0
1575.0,526.0
1576.0,526.0
1577.0,526.0
1578.0,526.0
1579.0,526.0
1580.0,526.0
1581.0,527.0
1582.0,527.0
1583.0,526.0
1584.0,526.0
1585.0,526.0
1586.0,527.0
1587.0,527.0
1588.0,526.0
1589.0,526.0
1590.0,526.0
1591.0,526.0
1592.0,526.0
1593.0,525.0
1594.0,526.0
1595.0,526.0
1596.0,526.0
1597.0,527.0
1598.0,527.0
1600.0,527.0
1601.0,527.0
1602.0,527.0
1603.0,527.0
1604.0,528.0
1605.0,528.0
1606.0,529.0
1607.0,529.0
1608.0,529.0
1609.0,528.0
1610.0,528.0
1611.0,527.0
1612.0,528.0
1613.0,528.0
1614.0,529.0
1615.0,528.0
1616.0,528.0
1617.0,528.0
1618.0,528.0
1619.0,527.0
1620.0,528.0
1621.0,528.0
1622.0,528.0
1623.0,528.0
1624.0,528.0
1625.0,527.0
1626.0,528.0
1627.0,528.0
1628.0,527.0
1629.0,527.0
1630.0,527.0
1631.0,527.0
1632.0,527.0
1633.0,527.0
1634.0,527.0
1635.0,527.0
1636.0,527.0
1637.0,527.0
1638.0,527.0
1639.0,527.0
1640.0,527.0
1641.0,527.0
1643.0,526.0
1644.0,526.0
1645.0,527.0
1646.0,528.0
1647.0,528.0
1648.0,529.0
1649.0,528.0
1650.0,528.0
1651.0,527.0
1652.0,528.0
